HCHO Reading,Location,Current Date,Next Date,Precipitation,Wind Direction,Latitude,Longitude,Elevation
9.16560803424453e-05,"DENIYAYA, MATARA",2021-07-26,2021-07-27,7.28,257.31,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-07-27,2021-07-28,7.94,266.25,6.3425,80.5597,316.87
8.345072912304002e-05,"DENIYAYA, MATARA",2021-07-28,2021-07-29,4.7,270.12,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-07-29,2021-07-30,1.03,273.5,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-07-30,2021-07-31,0.28,271.5,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-07-31,2021-08-01,0.27,276.62,6.3425,80.5597,316.87
9.430450249771984e-05,"DENIYAYA, MATARA",2021-08-01,2021-08-02,0.35,272.56,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-02,2021-08-03,0.4,258.5,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-08-03,2021-08-04,0.11,264.12,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-04,2021-08-05,1.27,263.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-05,2021-08-06,3.4,260.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-06,2021-08-07,3.8,255.06,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-07,2021-08-08,9.25,264.75,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-08,2021-08-09,8.31,257.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-09,2021-08-10,18.96,253.81,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-10,2021-08-11,3.21,268.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-11,2021-08-12,11.71,261.56,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-12,2021-08-13,13.43,276.25,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-13,2021-08-14,3.13,277.75,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-08-14,2021-08-15,1.27,278.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-15,2021-08-16,0.62,277.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-16,2021-08-17,4.35,266.38,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-17,2021-08-18,2.6,248.81,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-08-18,2021-08-19,2.76,252.06,6.3425,80.5597,316.87
9.913791600604868e-05,"DENIYAYA, MATARA",2021-08-19,2021-08-20,0.75,272.69,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-08-20,2021-08-21,3.18,272.44,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-08-21,2021-08-22,12.38,259.62,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-22,2021-08-23,6.79,241.62,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-08-23,2021-08-24,2.37,232.94,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-08-24,2021-08-25,2.29,230.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-25,2021-08-26,8.54,234.94,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-08-26,2021-08-27,10.88,252.38,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-27,2021-08-28,7.82,264.81,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-28,2021-08-29,8.77,267.06,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-29,2021-08-30,16.88,267.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-30,2021-08-31,3.63,280.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-08-31,2021-09-01,0.97,261.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-01,2021-09-02,5.81,254.06,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-02,2021-09-03,7.22,254.94,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-03,2021-09-04,4.14,251.38,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-04,2021-09-05,5.36,243.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-05,2021-09-06,8.22,249.06,6.3425,80.5597,316.87
8.092664215041599e-05,"DENIYAYA, MATARA",2021-09-06,2021-09-07,7.15,260.69,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-07,2021-09-08,4.34,258.94,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-08,2021-09-09,3.97,265.0,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-09,2021-09-10,1.14,265.06,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-10,2021-09-11,3.12,254.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-11,2021-09-12,1.76,249.12,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-12,2021-09-13,1.41,251.69,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-13,2021-09-14,3.25,256.56,6.3425,80.5597,316.87
6.965765381084673e-05,"DENIYAYA, MATARA",2021-09-14,2021-09-15,3.39,254.88,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-15,2021-09-16,4.32,242.69,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-16,2021-09-17,6.1,262.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-17,2021-09-18,5.35,256.12,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-18,2021-09-19,11.2,260.31,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-19,2021-09-20,3.92,253.69,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-20,2021-09-21,8.43,254.56,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-21,2021-09-22,6.53,251.94,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-22,2021-09-23,5.51,263.06,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-23,2021-09-24,9.91,264.44,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-24,2021-09-25,17.66,253.5,6.3425,80.5597,316.87
7.192952235135094e-05,"DENIYAYA, MATARA",2021-09-25,2021-09-26,4.59,268.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-26,2021-09-27,14.91,258.0,6.3425,80.5597,316.87
0.0001014033731673,"DENIYAYA, MATARA",2021-09-27,2021-09-28,10.39,259.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-28,2021-09-29,8.79,278.12,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-09-29,2021-09-30,1.05,293.62,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-09-30,2021-10-01,5.67,293.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-01,2021-10-02,4.761591448931116,298.81,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-02,2021-10-03,11.57,279.06,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-03,2021-10-04,3.44,271.5,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-04,2021-10-05,12.76,254.94,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-05,2021-10-06,4.761591448931116,235.94,6.3425,80.5597,316.87
8.323213525538964e-05,"DENIYAYA, MATARA",2021-10-06,2021-10-07,12.51,238.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-07,2021-10-08,0.56,225.5,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-08,2021-10-09,0.52,234.94,6.3425,80.5597,316.87
7.480423587931594e-05,"DENIYAYA, MATARA",2021-10-09,2021-10-10,1.06,258.12,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-10,2021-10-11,8.71,268.38,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-11,2021-10-12,17.67,271.75,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-12,2021-10-13,5.54,277.06,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-13,2021-10-14,1.0,278.38,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-14,2021-10-15,1.06,269.06,6.3425,80.5597,316.87
0.0001102070148058,"DENIYAYA, MATARA",2021-10-15,2021-10-16,1.5,255.31,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-16,2021-10-17,4.05,244.56,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-17,2021-10-18,3.51,257.5,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-18,2021-10-19,3.17,275.38,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-19,2021-10-20,6.77,269.69,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-20,2021-10-21,10.58,244.12,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-21,2021-10-22,13.53,237.38,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-22,2021-10-23,9.26,241.44,6.3425,80.5597,316.87
8.61594237618718e-05,"DENIYAYA, MATARA",2021-10-23,2021-10-24,8.54,228.0,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-24,2021-10-25,9.31,275.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-25,2021-10-26,9.26,294.19,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-26,2021-10-27,4.761591448931116,294.38,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-27,2021-10-28,15.16,294.19,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-28,2021-10-29,5.41,315.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-29,2021-10-30,17.2,249.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-10-30,2021-10-31,10.15,283.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-10-31,2021-11-01,4.761591448931116,199.5,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-01,2021-11-02,4.761591448931116,213.31,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-11-02,2021-11-03,15.12,230.94,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-03,2021-11-04,17.91,220.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-04,2021-11-05,4.761591448931116,250.62,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-05,2021-11-06,9.7,270.06,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-11-06,2021-11-07,13.2,275.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-07,2021-11-08,4.761591448931116,284.69,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-08,2021-11-09,4.761591448931116,286.88,6.3425,80.5597,316.87
5.85595331627883e-05,"DENIYAYA, MATARA",2021-11-09,2021-11-10,12.2,309.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-10,2021-11-11,4.88,295.12,6.3425,80.5597,316.87
5.952602120750927e-05,"DENIYAYA, MATARA",2021-11-11,2021-11-12,3.79,273.81,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-12,2021-11-13,5.34,259.88,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-11-13,2021-11-14,2.72,272.56,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-14,2021-11-15,5.4,273.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-15,2021-11-16,8.39,264.06,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-11-16,2021-11-17,8.69,276.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-17,2021-11-18,6.81,292.25,6.3425,80.5597,316.87
8.308046554451422e-05,"DENIYAYA, MATARA",2021-11-18,2021-11-19,2.56,292.75,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-19,2021-11-20,8.84,262.56,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-11-20,2021-11-21,3.44,274.81,6.3425,80.5597,316.87
8.876347399677087e-05,"DENIYAYA, MATARA",2021-11-21,2021-11-22,0.03,292.69,6.3425,80.5597,316.87
7.064022029987355e-05,"DENIYAYA, MATARA",2021-11-22,2021-11-23,0.18,229.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-23,2021-11-24,16.36,117.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-24,2021-11-25,4.761591448931116,43.62,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-25,2021-11-26,19.81,211.5,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-26,2021-11-27,4.21,236.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-27,2021-11-28,4.761591448931116,242.88,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-11-28,2021-11-29,15.25,190.12,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-29,2021-11-30,8.59,182.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-11-30,2021-12-01,12.1,104.56,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-01,2021-12-02,3.33,93.81,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-02,2021-12-03,6.04,270.12,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-03,2021-12-04,10.0,254.75,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-04,2021-12-05,12.11,264.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-05,2021-12-06,4.01,304.19,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-06,2021-12-07,12.04,200.19,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-07,2021-12-08,0.5,66.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-08,2021-12-09,3.27,83.62,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-09,2021-12-10,8.53,70.12,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-10,2021-12-11,1.96,49.62,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-11,2021-12-12,2.56,55.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-12,2021-12-13,10.21,50.62,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-13,2021-12-14,4.761591448931116,58.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-14,2021-12-15,12.33,49.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-15,2021-12-16,7.43,50.5,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-16,2021-12-17,3.81,69.69,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-17,2021-12-18,1.76,123.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-18,2021-12-19,19.51,75.25,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-19,2021-12-20,9.62,51.81,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-20,2021-12-21,0.34,42.62,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-21,2021-12-22,0.26,64.06,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-22,2021-12-23,2.12,89.94,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-23,2021-12-24,1.25,97.75,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-24,2021-12-25,0.47,113.69,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-25,2021-12-26,0.0,46.38,6.3425,80.5597,316.87
9.942199430847748e-05,"DENIYAYA, MATARA",2021-12-26,2021-12-27,0.0,49.88,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-27,2021-12-28,0.0,54.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-28,2021-12-29,0.01,45.56,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-29,2021-12-30,0.41,41.5,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2021-12-30,2021-12-31,0.92,71.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2021-12-31,2022-01-01,2.57,67.25,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-01,2022-01-02,5.03,59.25,6.3425,80.5597,316.87
8.811097408314434e-05,"DENIYAYA, MATARA",2022-01-02,2022-01-03,5.0,60.75,6.3425,80.5597,316.87
8.311941406538581e-05,"DENIYAYA, MATARA",2022-01-03,2022-01-04,4.761591448931116,62.19,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-04,2022-01-05,4.761591448931116,56.5,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-05,2022-01-06,17.18,68.44,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-06,2022-01-07,4.52,54.44,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-07,2022-01-08,2.64,62.69,6.3425,80.5597,316.87
6.333697018267769e-05,"DENIYAYA, MATARA",2022-01-08,2022-01-09,1.3,31.94,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-09,2022-01-10,4.83,47.69,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-10,2022-01-11,3.59,91.12,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-11,2022-01-12,1.3,91.06,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-12,2022-01-13,2.69,185.75,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-13,2022-01-14,4.3,147.75,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-14,2022-01-15,1.83,103.56,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-15,2022-01-16,1.3,139.69,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-16,2022-01-17,6.28,49.06,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-17,2022-01-18,6.54,50.12,6.3425,80.5597,316.87
0.0001022654549618,"DENIYAYA, MATARA",2022-01-18,2022-01-19,2.32,47.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-19,2022-01-20,0.44,32.25,6.3425,80.5597,316.87
0.000103025686975,"DENIYAYA, MATARA",2022-01-20,2022-01-21,0.05,133.88,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-21,2022-01-22,0.04,232.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-22,2022-01-23,0.0,46.75,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-23,2022-01-24,0.0,184.62,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-24,2022-01-25,0.05,132.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-25,2022-01-26,0.06,104.94,6.3425,80.5597,316.87
5.829365579638542e-05,"DENIYAYA, MATARA",2022-01-26,2022-01-27,0.18,155.62,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-27,2022-01-28,0.18,69.25,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-28,2022-01-29,0.1,60.62,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-29,2022-01-30,0.57,88.88,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-01-30,2022-01-31,0.85,59.44,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-01-31,2022-02-01,6.97,63.5,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-01,2022-02-02,0.13,43.88,6.3425,80.5597,316.87
8.535663046846281e-05,"DENIYAYA, MATARA",2022-02-02,2022-02-03,0.0,85.0,6.3425,80.5597,316.87
7.504399569051451e-05,"DENIYAYA, MATARA",2022-02-03,2022-02-04,0.01,186.25,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-04,2022-02-05,0.01,156.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-05,2022-02-06,0.11,56.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-06,2022-02-07,0.03,39.25,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-07,2022-02-08,1.29,29.44,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-08,2022-02-09,0.19,54.44,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-09,2022-02-10,0.64,70.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-10,2022-02-11,5.38,158.38,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-11,2022-02-12,4.93,62.25,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-12,2022-02-13,4.761591448931116,92.38,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-13,2022-02-14,15.28,108.06,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-14,2022-02-15,4.6,53.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-15,2022-02-16,0.05,118.94,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-16,2022-02-17,0.01,89.62,6.3425,80.5597,316.87
8.429738958059463e-05,"DENIYAYA, MATARA",2022-02-17,2022-02-18,0.01,112.81,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-18,2022-02-19,1.66,83.38,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-19,2022-02-20,3.14,225.94,6.3425,80.5597,316.87
9.995633810949394e-05,"DENIYAYA, MATARA",2022-02-20,2022-02-21,3.3,171.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-21,2022-02-22,2.73,205.31,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-22,2022-02-23,3.41,92.0,6.3425,80.5597,316.87
7.502566763197762e-05,"DENIYAYA, MATARA",2022-02-23,2022-02-24,4.761591448931116,80.12,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-24,2022-02-25,4.761591448931116,62.06,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-25,2022-02-26,3.79,46.38,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-26,2022-02-27,6.39,60.06,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-02-27,2022-02-28,0.77,44.94,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-02-28,2022-03-01,0.07,33.0,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-03-01,2022-03-02,0.33,24.06,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-03-02,2022-03-03,2.33,30.75,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-03-03,2022-03-04,1.19,78.44,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-03-04,2022-03-05,1.95,305.69,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-03-05,2022-03-06,0.28,270.44,6.3425,80.5597,316.87
7.939725969777095e-05,"DENIYAYA, MATARA",2022-03-06,2022-03-07,0.36,151.88,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-03-07,2022-03-08,5.48,111.88,6.3425,80.5597,316.87
9.16560803424453e-05,"DENIYAYA, MATARA",2022-03-08,2022-03-09,9.12,56.19,6.3425,80.5597,316.87
8.946707260719336e-05,"DENIYAYA, MATARA",2022-03-09,2022-03-10,1.56,40.38,6.3425,80.5597,316.87
