HCHO Reading,Location,Current Date,Next Date,Precipitation,Wind Direction,Latitude,Longitude,Elevation
-2.5482854726074488e-05,NUWARA ELIYA,2021-03-13,2021-03-14,2.29,64.38,6.9497,80.7891,681.44
-2.3696949596154688e-05,NUWARA ELIYA,2021-03-14,2021-03-15,2.67,58.31,6.9497,80.7891,681.44
9.057991938279364e-05,NUWARA ELIYA,2021-03-15,2021-03-16,0.06,59.94,6.9497,80.7891,681.44
5.105386298132563e-05,NUWARA ELIYA,2021-03-16,2021-03-17,0.2,59.5,6.9497,80.7891,681.44
7.561145937623848e-05,NUWARA ELIYA,2021-03-17,2021-03-18,0.42,68.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-18,2021-03-19,3.29,90.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-19,2021-03-20,1.77,79.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-20,2021-03-21,6.59,179.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-21,2021-03-22,7.63,71.25,6.9497,80.7891,681.44
0.0001038568998208,NUWARA ELIYA,2021-03-22,2021-03-23,1.56,93.75,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-23,2021-03-24,1.56,85.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-24,2021-03-25,4.26,65.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-25,2021-03-26,2.35,84.5,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-26,2021-03-27,4.69,75.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-27,2021-03-28,6.71,102.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-28,2021-03-29,4.50894674556213,85.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-03-29,2021-03-30,9.61,200.31,6.9497,80.7891,681.44
0.000116170097935,NUWARA ELIYA,2021-03-30,2021-03-31,5.6,254.81,6.9497,80.7891,681.44
0.0002099248065849,NUWARA ELIYA,2021-03-31,2021-04-01,0.2,245.31,6.9497,80.7891,681.44
8.696148634597843e-05,NUWARA ELIYA,2021-04-01,2021-04-02,0.03,244.31,6.9497,80.7891,681.44
0.0002628107192817,NUWARA ELIYA,2021-04-02,2021-04-03,0.04,256.88,6.9497,80.7891,681.44
1.692889661756688e-05,NUWARA ELIYA,2021-04-03,2021-04-04,0.04,249.75,6.9497,80.7891,681.44
0.0001190789900508,NUWARA ELIYA,2021-04-04,2021-04-05,0.06,266.19,6.9497,80.7891,681.44
0.0001675908371199,NUWARA ELIYA,2021-04-05,2021-04-06,0.04,214.31,6.9497,80.7891,681.44
0.0001377191974507,NUWARA ELIYA,2021-04-06,2021-04-07,0.13,70.75,6.9497,80.7891,681.44
5.0220362039466525e-05,NUWARA ELIYA,2021-04-07,2021-04-08,1.81,80.56,6.9497,80.7891,681.44
0.0002280208290907,NUWARA ELIYA,2021-04-08,2021-04-09,2.36,212.81,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-09,2021-04-10,2.38,254.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-10,2021-04-11,7.42,218.75,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-11,2021-04-12,10.35,200.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-12,2021-04-13,9.4,140.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-13,2021-04-14,4.49,134.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-14,2021-04-15,12.78,149.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-15,2021-04-16,4.50894674556213,218.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-16,2021-04-17,11.51,230.06,6.9497,80.7891,681.44
0.0001257294799757,NUWARA ELIYA,2021-04-17,2021-04-18,1.82,225.81,6.9497,80.7891,681.44
0.0002574346148924,NUWARA ELIYA,2021-04-18,2021-04-19,1.94,232.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-19,2021-04-20,1.46,247.19,6.9497,80.7891,681.44
7.389465232058697e-05,NUWARA ELIYA,2021-04-20,2021-04-21,2.18,253.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-21,2021-04-22,4.99,244.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-22,2021-04-23,6.3,259.38,6.9497,80.7891,681.44
1.071458091709474e-05,NUWARA ELIYA,2021-04-23,2021-04-24,9.93,257.0,6.9497,80.7891,681.44
0.0002413358536855,NUWARA ELIYA,2021-04-24,2021-04-25,5.64,184.25,6.9497,80.7891,681.44
0.0001032247339513,NUWARA ELIYA,2021-04-25,2021-04-26,1.17,169.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-26,2021-04-27,1.49,217.5,6.9497,80.7891,681.44
-0.0001089299252098,NUWARA ELIYA,2021-04-27,2021-04-28,0.62,234.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-28,2021-04-29,5.17,233.94,6.9497,80.7891,681.44
0.000115540264715,NUWARA ELIYA,2021-04-29,2021-04-30,8.32,231.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-04-30,2021-05-01,6.03,206.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-01,2021-05-02,11.49,182.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-02,2021-05-03,7.03,149.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-03,2021-05-04,4.50894674556213,182.44,6.9497,80.7891,681.44
0.0002161074860211,NUWARA ELIYA,2021-05-04,2021-05-05,4.50894674556213,151.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-05,2021-05-06,1.34,100.62,6.9497,80.7891,681.44
1.3986912276897812e-06,NUWARA ELIYA,2021-05-06,2021-05-07,11.33,113.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-07,2021-05-08,8.04,91.44,6.9497,80.7891,681.44
6.818923854570413e-05,NUWARA ELIYA,2021-05-08,2021-05-09,6.82,103.81,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-09,2021-05-10,8.42,170.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-10,2021-05-11,11.68,197.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-11,2021-05-12,16.18,216.44,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-12,2021-05-13,8.96,235.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-13,2021-05-14,16.42,255.12,6.9497,80.7891,681.44
0.0001611427307691,NUWARA ELIYA,2021-05-14,2021-05-15,16.38,271.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-15,2021-05-16,2.74,268.81,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-16,2021-05-17,0.7,255.94,6.9497,80.7891,681.44
-2.783706085782057e-05,NUWARA ELIYA,2021-05-17,2021-05-18,2.68,259.5,6.9497,80.7891,681.44
0.0001340646563734,NUWARA ELIYA,2021-05-18,2021-05-19,1.01,248.38,6.9497,80.7891,681.44
0.0004191362201414,NUWARA ELIYA,2021-05-19,2021-05-20,4.41,242.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-20,2021-05-21,12.4,238.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-21,2021-05-22,11.66,235.25,6.9497,80.7891,681.44
7.453469622980183e-06,NUWARA ELIYA,2021-05-22,2021-05-23,10.7,230.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-23,2021-05-24,7.41,236.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-24,2021-05-25,19.45,246.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-25,2021-05-26,4.50894674556213,244.75,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-26,2021-05-27,16.15,258.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-27,2021-05-28,6.62,259.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-05-28,2021-05-29,3.35,262.56,6.9497,80.7891,681.44
-9.334407764761188e-06,NUWARA ELIYA,2021-05-29,2021-05-30,1.58,268.06,6.9497,80.7891,681.44
4.036653227719536e-05,NUWARA ELIYA,2021-05-30,2021-05-31,0.88,272.81,6.9497,80.7891,681.44
0.0001492267899274,NUWARA ELIYA,2021-05-31,2021-06-01,0.78,269.06,6.9497,80.7891,681.44
0.0001467827662152,NUWARA ELIYA,2021-06-01,2021-06-02,0.54,262.5,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-02,2021-06-03,5.87,260.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-03,2021-06-04,12.89,249.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-04,2021-06-05,4.50894674556213,243.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-05,2021-06-06,7.83,260.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-06,2021-06-07,4.46,253.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-07,2021-06-08,2.86,243.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-08,2021-06-09,12.56,237.81,6.9497,80.7891,681.44
-3.3201126818533865e-06,NUWARA ELIYA,2021-06-09,2021-06-10,4.03,247.12,6.9497,80.7891,681.44
0.0001665395496044,NUWARA ELIYA,2021-06-10,2021-06-11,1.93,248.25,6.9497,80.7891,681.44
0.0002186905243893,NUWARA ELIYA,2021-06-11,2021-06-12,0.37,252.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-12,2021-06-13,1.51,255.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-13,2021-06-14,9.75,257.56,6.9497,80.7891,681.44
-3.6900895546971415e-05,NUWARA ELIYA,2021-06-14,2021-06-15,14.93,256.5,6.9497,80.7891,681.44
1.409621244680026e-05,NUWARA ELIYA,2021-06-15,2021-06-16,0.66,250.81,6.9497,80.7891,681.44
-7.034134192754735e-06,NUWARA ELIYA,2021-06-16,2021-06-17,0.46,257.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-17,2021-06-18,0.52,261.5,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-18,2021-06-19,0.29,267.5,6.9497,80.7891,681.44
-1.5215112165916111e-05,NUWARA ELIYA,2021-06-19,2021-06-20,0.13,274.38,6.9497,80.7891,681.44
8.868142074216778e-05,NUWARA ELIYA,2021-06-20,2021-06-21,0.02,277.69,6.9497,80.7891,681.44
0.0001369127368131,NUWARA ELIYA,2021-06-21,2021-06-22,0.15,263.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-22,2021-06-23,4.72,248.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-23,2021-06-24,3.65,225.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-24,2021-06-25,14.14,245.75,6.9497,80.7891,681.44
8.49216169201307e-06,NUWARA ELIYA,2021-06-25,2021-06-26,1.7,251.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-26,2021-06-27,1.53,251.81,6.9497,80.7891,681.44
2.4159278216488107e-05,NUWARA ELIYA,2021-06-27,2021-06-28,2.82,251.0,6.9497,80.7891,681.44
7.456395320699945e-05,NUWARA ELIYA,2021-06-28,2021-06-29,1.55,242.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-06-29,2021-06-30,1.0,230.0,6.9497,80.7891,681.44
4.212585031800327e-05,NUWARA ELIYA,2021-06-30,2021-07-01,1.96,230.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-01,2021-07-02,11.02,224.44,6.9497,80.7891,681.44
0.0001659052132802,NUWARA ELIYA,2021-07-02,2021-07-03,1.03,238.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-03,2021-07-04,2.3,253.75,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-04,2021-07-05,4.73,251.25,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-05,2021-07-06,5.6,258.88,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-06,2021-07-07,3.26,239.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-07,2021-07-08,2.89,235.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-08,2021-07-09,6.29,240.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-09,2021-07-10,4.50894674556213,245.81,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-10,2021-07-11,4.50894674556213,264.5,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-11,2021-07-12,2.78,262.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-12,2021-07-13,5.94,263.69,6.9497,80.7891,681.44
0.0001756359012158,NUWARA ELIYA,2021-07-13,2021-07-14,4.0,268.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-14,2021-07-15,0.28,271.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-15,2021-07-16,0.86,269.75,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-16,2021-07-17,0.98,260.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-17,2021-07-18,3.72,269.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-18,2021-07-19,8.53,265.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-19,2021-07-20,1.98,262.44,6.9497,80.7891,681.44
6.109852446906464e-06,NUWARA ELIYA,2021-07-20,2021-07-21,0.06,263.75,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-21,2021-07-22,0.44,267.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-22,2021-07-23,2.39,255.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-23,2021-07-24,6.96,248.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-24,2021-07-25,7.38,243.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-25,2021-07-26,13.92,250.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-07-26,2021-07-27,10.28,246.88,6.9497,80.7891,681.44
-4.124380989933709e-05,NUWARA ELIYA,2021-07-27,2021-07-28,8.95,253.81,6.9497,80.7891,681.44
0.0001029027602073,NUWARA ELIYA,2021-07-28,2021-07-29,2.49,259.12,6.9497,80.7891,681.44
2.437888853628139e-05,NUWARA ELIYA,2021-07-29,2021-07-30,0.35,260.31,6.9497,80.7891,681.44
-2.54953537451129e-05,NUWARA ELIYA,2021-07-30,2021-07-31,0.06,263.06,6.9497,80.7891,681.44
6.6710241007362e-05,NUWARA ELIYA,2021-07-31,2021-08-01,0.12,266.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-01,2021-08-02,0.13,261.44,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-02,2021-08-03,0.11,252.19,6.9497,80.7891,681.44
0.0001111310664738,NUWARA ELIYA,2021-08-03,2021-08-04,0.1,254.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-04,2021-08-05,0.78,256.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-05,2021-08-06,2.67,256.25,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-06,2021-08-07,3.06,251.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-07,2021-08-08,9.98,258.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-08,2021-08-09,10.17,246.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-09,2021-08-10,4.50894674556213,247.25,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-10,2021-08-11,3.66,252.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-11,2021-08-12,8.64,258.12,6.9497,80.7891,681.44
3.1993589298893425e-05,NUWARA ELIYA,2021-08-12,2021-08-13,13.79,267.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-13,2021-08-14,3.72,267.56,6.9497,80.7891,681.44
0.0001259911450523,NUWARA ELIYA,2021-08-14,2021-08-15,1.19,269.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-15,2021-08-16,0.47,267.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-16,2021-08-17,1.37,249.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-17,2021-08-18,1.59,237.62,6.9497,80.7891,681.44
3.511333889729143e-05,NUWARA ELIYA,2021-08-18,2021-08-19,3.05,239.94,6.9497,80.7891,681.44
2.4651114747045136e-05,NUWARA ELIYA,2021-08-19,2021-08-20,0.77,254.88,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-20,2021-08-21,3.32,258.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-21,2021-08-22,12.23,247.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-22,2021-08-23,5.02,233.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-23,2021-08-24,3.35,222.06,6.9497,80.7891,681.44
3.489953156582662e-05,NUWARA ELIYA,2021-08-24,2021-08-25,1.67,220.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-25,2021-08-26,8.81,228.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-26,2021-08-27,13.26,248.44,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-27,2021-08-28,7.09,256.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-28,2021-08-29,8.13,257.81,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-29,2021-08-30,11.4,258.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-30,2021-08-31,3.73,266.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-08-31,2021-09-01,0.36,256.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-01,2021-09-02,4.24,249.75,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-02,2021-09-03,5.49,250.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-03,2021-09-04,3.91,245.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-04,2021-09-05,5.3,239.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-05,2021-09-06,9.22,247.75,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-06,2021-09-07,6.52,255.56,6.9497,80.7891,681.44
3.692049190757886e-06,NUWARA ELIYA,2021-09-07,2021-09-08,3.66,250.69,6.9497,80.7891,681.44
-7.929911685326724e-06,NUWARA ELIYA,2021-09-08,2021-09-09,2.81,253.44,6.9497,80.7891,681.44
0.000156822712461,NUWARA ELIYA,2021-09-09,2021-09-10,0.89,256.5,6.9497,80.7891,681.44
-2.990822029012445e-05,NUWARA ELIYA,2021-09-10,2021-09-11,2.34,249.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-11,2021-09-12,1.44,243.62,6.9497,80.7891,681.44
7.427787813188622e-05,NUWARA ELIYA,2021-09-12,2021-09-13,1.36,245.25,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-13,2021-09-14,4.12,251.12,6.9497,80.7891,681.44
-3.369187468870642e-05,NUWARA ELIYA,2021-09-14,2021-09-15,3.16,248.88,6.9497,80.7891,681.44
6.450556138100209e-05,NUWARA ELIYA,2021-09-15,2021-09-16,3.76,239.12,6.9497,80.7891,681.44
4.566649045820752e-05,NUWARA ELIYA,2021-09-16,2021-09-17,6.42,255.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-17,2021-09-18,5.05,243.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-18,2021-09-19,9.74,253.75,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-19,2021-09-20,2.88,247.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-20,2021-09-21,6.74,245.25,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-21,2021-09-22,4.78,239.62,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-22,2021-09-23,4.01,249.81,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-23,2021-09-24,6.03,252.5,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-24,2021-09-25,4.50894674556213,248.06,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-25,2021-09-26,6.87,260.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-26,2021-09-27,14.39,250.75,6.9497,80.7891,681.44
4.27022475417008e-05,NUWARA ELIYA,2021-09-27,2021-09-28,11.1,251.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-28,2021-09-29,7.85,267.5,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-29,2021-09-30,0.88,281.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-09-30,2021-10-01,7.86,283.25,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-01,2021-10-02,4.50894674556213,286.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-02,2021-10-03,12.49,261.5,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-03,2021-10-04,1.48,253.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-04,2021-10-05,8.18,242.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-05,2021-10-06,4.50894674556213,227.19,6.9497,80.7891,681.44
0.0001606734136213,NUWARA ELIYA,2021-10-06,2021-10-07,8.76,229.88,6.9497,80.7891,681.44
8.381618778558997e-06,NUWARA ELIYA,2021-10-07,2021-10-08,0.19,220.19,6.9497,80.7891,681.44
1.1158767564189478e-05,NUWARA ELIYA,2021-10-08,2021-10-09,0.21,228.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-09,2021-10-10,0.74,248.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-10,2021-10-11,11.48,258.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-11,2021-10-12,18.4,259.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-12,2021-10-13,5.27,265.56,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-13,2021-10-14,0.77,267.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-14,2021-10-15,0.43,260.06,6.9497,80.7891,681.44
0.0001821353990909,NUWARA ELIYA,2021-10-15,2021-10-16,1.08,246.44,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-16,2021-10-17,3.93,235.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-17,2021-10-18,2.73,248.5,6.9497,80.7891,681.44
-1.1045364173162888e-05,NUWARA ELIYA,2021-10-18,2021-10-19,1.95,267.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-19,2021-10-20,8.38,260.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-20,2021-10-21,12.66,208.19,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-21,2021-10-22,4.50894674556213,235.81,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-22,2021-10-23,10.79,215.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-23,2021-10-24,9.73,211.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-24,2021-10-25,10.23,268.69,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-25,2021-10-26,7.2,311.5,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-26,2021-10-27,4.50894674556213,311.56,6.9497,80.7891,681.44
0.0001375630682047,NUWARA ELIYA,2021-10-27,2021-10-28,12.16,322.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-28,2021-10-29,6.04,329.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-29,2021-10-30,4.50894674556213,227.12,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-30,2021-10-31,17.87,148.38,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-10-31,2021-11-01,4.50894674556213,43.31,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-11-01,2021-11-02,4.50894674556213,180.94,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-11-02,2021-11-03,16.14,184.5,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-11-03,2021-11-04,13.99,215.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-11-04,2021-11-05,17.79,242.0,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-11-05,2021-11-06,5.95,257.81,6.9497,80.7891,681.44
8.792586073765203e-05,NUWARA ELIYA,2021-11-06,2021-11-07,13.19,267.75,6.9497,80.7891,681.44
